PropertyNamespacePrefix,PropertyName,QualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,Definition,TypeNamespacePrefix,TypeName,QualifiedType,SubstitutionGroupPropertyNamespacePrefix,SubstitutionGroupPropertyName,SubstitutionGroupQualifiedProperty
im,ResidentReasonDescriptionText,im:ResidentReasonDescriptionText,TRUE,FALSE,,,,A description of the reason why a Person is considered a Resident.,nc,TextType,nc:TextType,,,
im,ResidentRole,im:ResidentRole,TRUE,FALSE,,,,A person who resides in a particular place permanently or for an extended period,im,ResidentRoleType,im:ResidentRoleType,im,PersonCountryRole,im:PersonCountryRole
im,ResidentRoleAugmentationPoint,im:ResidentRoleAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ResidentRoleType.,,,,,,
it,ResidueIndicator,it:ResidueIndicator,TRUE,FALSE,,,,True if a hazardous material is a residue; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
biom,ResolutionCommentText,biom:ResolutionCommentText,TRUE,FALSE,,,,A comment provided by the examiner about the resolution method.,nc,TextType,nc:TextType,,,
biom,ResolutionMeansCode,biom:ResolutionMeansCode,TRUE,FALSE,,,,An information item for means of determining resolution.,biom,ResolutionMeansCodeType,biom:ResolutionMeansCodeType,,,
biom,ResolutionMethodInformation,biom:ResolutionMethodInformation,TRUE,FALSE,,,,A method used for determining the pixel density of the image.,biom,ResolutionMethodInformationType,biom:ResolutionMethodInformationType,,,
biom,ResolutionMethodInformationAugmentationPoint,biom:ResolutionMethodInformationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ResolutionMethodInformation,,,,,,
biom,ResolutionScaleLengthValue,biom:ResolutionScaleLengthValue,TRUE,FALSE,,,,"A known scale units, specifies the length of the known scale from point A to point B.",niem-xs,decimal,niem-xs:decimal,,,
biom,ResolutionScaleUnitCode,biom:ResolutionScaleUnitCode,TRUE,FALSE,,,,A known scale units indicates whether the known scales units are in inches or millimeters.,biom,ResolutionScaleUnitCodeType,biom:ResolutionScaleUnitCodeType,,,
biom,ResolutionScaleXCoordinateAValue,biom:ResolutionScaleXCoordinateAValue,TRUE,FALSE,,,,A known scale x coordinate for point A is expressed in number of pixels from the left of the image.,niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
biom,ResolutionScaleXCoordinateBValue,biom:ResolutionScaleXCoordinateBValue,TRUE,FALSE,,,,A known scale x coordinate for point B is expressed in number of pixels from the left of the image.,niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
biom,ResolutionScaleYCoordinateAValue,biom:ResolutionScaleYCoordinateAValue,TRUE,FALSE,,,,A known scale y coordinate for point A is expressed in number of pixels from the top of the image.,niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
biom,ResolutionScaleYCoordinateBValue,biom:ResolutionScaleYCoordinateBValue,TRUE,FALSE,,,,A known scale y coordinate for point B is expressed in number of pixels from the top of the image.,niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
em,ResourceActualArrivalDateTime,em:ResourceActualArrivalDateTime,TRUE,FALSE,,,,An actual date of arrival of the resource a Report To Location,niem-xs,dateTime,niem-xs:dateTime,,,
em,ResourceActualDepartureDateTime,em:ResourceActualDepartureDateTime,TRUE,FALSE,,,,An actual date when the resource departs from its current location for transit to a Report To Location,niem-xs,dateTime,niem-xs:dateTime,,,
em,ResourceAnticipatedIncidentAssignmentText,em:ResourceAnticipatedIncidentAssignmentText,TRUE,FALSE,,,,"An anticipated function, task, job, or role to be provided by the requested resource",nc,TextType,nc:TextType,,,
em,ResourceAnticipatedReturnDateTime,em:ResourceAnticipatedReturnDateTime,TRUE,FALSE,,,,A date when the resource is expected to be returned or DEMOBed.  Completed for a Request Resource.  This element with the Requested Arrival Date / Time provides the estimated duration of resource deployment,niem-xs,dateTime,niem-xs:dateTime,,,
em,ResourceAvailableDate,em:ResourceAvailableDate,TRUE,FALSE,,,,A date when the resource is available for use.  Completed in response to a resource message,nc,DateType,nc:DateType,,,
em,ResourceCommittedDate,em:ResourceCommittedDate,TRUE,FALSE,,,,A date when specified resource is committed to a request or order.  Completed in response to a resource message.  Specified resource is no longer available to be applied to other resource requests,nc,DateType,nc:DateType,,,
em,ResourceCurrentLocation,em:ResourceCurrentLocation,TRUE,FALSE,,,,A location where the specified resource is physically located at the time of the request,nc,LocationType,nc:LocationType,,,
em,ResourceDepartureLocation,em:ResourceDepartureLocation,TRUE,FALSE,,,,A location where the specified resource is departing from when transported to or from an Incident,nc,LocationType,nc:LocationType,,,
em,ResourceDispositionKeywordValue,em:ResourceDispositionKeywordValue,TRUE,FALSE,,,,"A value from a discrete managed list, used to specify the general state of a resource if known",em,ValueType,em:ValueType,,,
em,ResourceEstimatedArrivalDateTime,em:ResourceEstimatedArrivalDateTime,TRUE,FALSE,,,,A date when the resource is expected to arrive at its Report To Location,niem-xs,dateTime,niem-xs:dateTime,,,
em,ResourceEstimatedDepartureDateTime,em:ResourceEstimatedDepartureDateTime,TRUE,FALSE,,,,A date when the resource is expected to depart from its current location for transit to a Report-to Location,niem-xs,dateTime,niem-xs:dateTime,,,
em,ResourceID,em:ResourceID,TRUE,FALSE,,,,A credential class identifier that represents the identification of a resource,niem-xs,string,niem-xs:string,,,
em,ResourceIDDescriptionText,em:ResourceIDDescriptionText,TRUE,FALSE,,,,A textual description of an identification card,nc,TextType,nc:TextType,,,
em,ResourceIDIssuingDate,em:ResourceIDIssuingDate,TRUE,FALSE,,,,An issuing date of an identification,nc,DateType,nc:DateType,,,
em,ResourceInformation,em:ResourceInformation,TRUE,FALSE,,,,"A name for the container that provides further definition regarding the resource(s) identified in the message and as such may contain a discrete list , numerical value(s), ID or textual descriptions of resources",em,ResourceInformationType,em:ResourceInformationType,,,
em,ResourceInformationAugmentationPoint,em:ResourceInformationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ResourceInformationType,,,,,,
em,ResourceJurisdictionText,em:ResourceJurisdictionText,TRUE,FALSE,,,,"A geopolitical area in which an organization, person, or object has a specific range of authority for specified resources",nc,TextType,nc:TextType,,,
em,ResourceLocationDetails,em:ResourceLocationDetails,TRUE,FALSE,,,,"A name for the container that can include textual descriptions, physical location of resource, departure location of Resource, location need for Resource and/or for tracking",em,ResourceLocationDetailsType,em:ResourceLocationDetailsType,,,
em,ResourceLocationDetailsAugmentationPoint,em:ResourceLocationDetailsAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ResourceLocationDetailsType,,,,,,
em,ResourceModeOfTransportationText,em:ResourceModeOfTransportationText,TRUE,FALSE,,,,A method or mode used to transport the resource to or from the incident,nc,TextType,nc:TextType,,,
em,ResourceOrderIdentification,em:ResourceOrderIdentification,TRUE,FALSE,,,,An identification number or ID assigned by the ordering system or personnel meeting the request for resources that has been made,nc,IdentificationType,nc:IdentificationType,,,
em,ResourcePicture,em:ResourcePicture,TRUE,FALSE,,,,A resource image,nc,ImageType,nc:ImageType,,,
em,ResourcePriceQuoteAmount,em:ResourcePriceQuoteAmount,TRUE,FALSE,,,,A Quoted cost to acquire a desired resource.  Complete in response to a Request Resource Quote,nc,AmountType,nc:AmountType,,,
em,ResourceQuantity,em:ResourceQuantity,TRUE,FALSE,,,,A count of the number of resources,nc,QuantityType,nc:QuantityType,,,
em,ResourceReportToLocation,em:ResourceReportToLocation,TRUE,FALSE,,,,"A location where the requested resource is to report-to, or checks in at the destination",nc,LocationType,nc:LocationType,,,
em,ResourceRequestedArrivalDateTime,em:ResourceRequestedArrivalDateTime,TRUE,FALSE,,,,"A date when the resource is needed.  Completed for Resource requests, returns, etc",niem-xs,dateTime,niem-xs:dateTime,,,
em,ResourceRequestedLocation,em:ResourceRequestedLocation,TRUE,FALSE,,,,"A location where the requested resource is needed.  Completed for Resource requests, returns, etc",nc,LocationType,nc:LocationType,,,
em,ResourceRestrictionsText,em:ResourceRestrictionsText,TRUE,FALSE,,,,A description of a condition governing the availability of resources,nc,TextType,nc:TextType,,,
em,ResourceSchedule,em:ResourceSchedule,TRUE,FALSE,,,,"A name for the container with schedule information specific to arrivals, departures, availability, committed date, etc",em,ResourceScheduleType,em:ResourceScheduleType,,,
em,ResourceScheduleAugmentationPoint,em:ResourceScheduleAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ResourceScheduleType,,,,,,
em,ResourceStatusKeywordValue,em:ResourceStatusKeywordValue,TRUE,FALSE,,,,"A value from a discrete managed list, used to specify the general state of a resource if known.  where the content of valueListUrn is the Uniform Resource Name of a published list of values and definitions, and the content of value is a string denoting",em,ValueType,em:ValueType,,,
cbrn,ResponseAgencyContactInformation,cbrn:ResponseAgencyContactInformation,TRUE,FALSE,,,,An organizations contact information that provides a response report in reply to  a request.,nc,ContactInformationType,nc:ContactInformationType,,,
im,ResponseDescriptionText,im:ResponseDescriptionText,TRUE,FALSE,,,,A description of the question asked to the applicant.,nc,TextType,nc:TextType,,,
im,ResponseIndicator,im:ResponseIndicator,TRUE,FALSE,,,,True if a response is given; false otherwise,niem-xs,boolean,niem-xs:boolean,,,
em,ResponseLevelText,em:ResponseLevelText,TRUE,FALSE,,,,A level of urgency of the response,nc,TextType,nc:TextType,,,
im,ResponseNoIndicator,im:ResponseNoIndicator,TRUE,FALSE,,,,True if a negative response is given; false otherwise,niem-xs,boolean,niem-xs:boolean,,,
cbrn,ResponseReport,cbrn:ResponseReport,TRUE,FALSE,,,,A report provided in response to a request.,cbrn,ResponseReportType,cbrn:ResponseReportType,,,
cbrn,ResponseReportAugmentationPoint,cbrn:ResponseReportAugmentationPoint,TRUE,TRUE,,,,An augmentation point for cbrn:ResponseReportType.,,,,,,
im,ResponseYesIndicator,im:ResponseYesIndicator,TRUE,FALSE,,,,True if Yes has been specified; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
cyfs,ResponsibilityForServiceCostText,cyfs:ResponsibilityForServiceCostText,TRUE,FALSE,,,,An agency responsible for paying the cost of a service.,nc,TextType,nc:TextType,,,
cyfs,ResponsibleEntityDescriptionText,cyfs:ResponsibleEntityDescriptionText,TRUE,FALSE,,,,A description of the person or organization who will provide the service.,nc,TextType,nc:TextType,,,
j,Restitution,j:Restitution,TRUE,FALSE,,,,An amount that a subject owes in restitution.,nc,ObligationType,nc:ObligationType,,,
biom,RestorationDataGranularityCode,biom:RestorationDataGranularityCode,TRUE,FALSE,,,,A code indicates the type and level of restoration and surface information coded in Field 12.010: Tooth data detail / TDD.,biom,RestorationDataGranularityCodeType,biom:RestorationDataGranularityCodeType,,,
em,RestrictionCategoryText,em:RestrictionCategoryText,TRUE,FALSE,,,,A kind of an applicable restriction,nc,TextType,nc:TextType,,,
em,RetiredX509CertificateForKeyManagement,em:RetiredX509CertificateForKeyManagement,TRUE,FALSE,,,,A binary representation of a retired X509 Certificate for key management,nc,BinaryType,nc:BinaryType,,,
biom,RidgeCountAugmentationPoint,biom:RidgeCountAugmentationPoint,TRUE,TRUE,,,,An augmentation point for RidgeCount,,,,,,
biom,RidgeCountReferenceIdentification,biom:RidgeCountReferenceIdentification,TRUE,FALSE,,,,An identification of a distant minutia point,nc,IdentificationType,nc:IdentificationType,,,
biom,RidgeCountValue,biom:RidgeCountValue,TRUE,FALSE,,,,A number of friction ridges between two features on an image,niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
biom,RightIsQuantity,biom:RightIsQuantity,TRUE,FALSE,,,,A number of pixels in the right coordinate of the Image.,niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
j,Risk,j:Risk,TRUE,FALSE,,,,A field from COMPAS that identifies the risk that needs to be addressed during programming for community rehabilitation.,j,RiskType,j:RiskType,,,
j,RiskAugmentationPoint,j:RiskAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type j:RiskType,,,,,,
j,RiskLevel,j:RiskLevel,TRUE,TRUE,,,,A data concept for a kind of risk level.,,,,,,
j,RiskLevelText,j:RiskLevelText,TRUE,FALSE,,,,A kind of risk level.,nc,TextType,nc:TextType,j,RiskLevel,j:RiskLevel
nc,RiskReductionFacility,nc:RiskReductionFacility,TRUE,FALSE,,,,A facility to which a person may be remanded in order to lower the probability of undesirable outcomes.,nc,FacilityType,nc:FacilityType,,,
nc,RiskReductionProgram,nc:RiskReductionProgram,TRUE,FALSE,,,,A program designed to lower the probability of undesirable outcomes.,nc,ProgramType,nc:ProgramType,,,
j,RiskScoreValue,j:RiskScoreValue,TRUE,FALSE,,,,A numeric score for the risk based on assessment.,nc,NumericType,nc:NumericType,,,
st,RoadwayAccessControl,st:RoadwayAccessControl,TRUE,TRUE,,,,"A data concept for a degree that access to abutting land is fully, partially or not controlled by a public authority.",,,,,,
st,RoadwayAccessControlCode,st:RoadwayAccessControlCode,TRUE,FALSE,,,,"A degree that access to abutting land is fully, partially or not controlled by a public authority.",st,RoadwayAccessControlCodeType,st:RoadwayAccessControlCodeType,st,RoadwayAccessControl,st:RoadwayAccessControl
st,RoadwayAnnualAverageDailyTraffic,st:RoadwayAnnualAverageDailyTraffic,TRUE,FALSE,,,,"An average number of motor vehicles passing a point on a trafficway in a day, for all days of the year, during a specified calendar year.",st,RoadwayAnnualAverageDailyTrafficType,st:RoadwayAnnualAverageDailyTrafficType,,,
st,RoadwayAnnualAverageDailyTrafficAugmentationPoint,st:RoadwayAnnualAverageDailyTrafficAugmentationPoint,TRUE,TRUE,,,,An augmentation point for RoadwayAnnualAverageDailyTrafficType.,,,,,,
st,RoadwayAnnualAverageDailyTrafficQuantity,st:RoadwayAnnualAverageDailyTrafficQuantity,TRUE,FALSE,,,,"A AADT number for a specific calendar year, in Motor Vehicles Per Day.",nc,QuantityType,nc:QuantityType,,,
st,RoadwayAnnualAverageDailyTrafficYearDate,st:RoadwayAnnualAverageDailyTrafficYearDate,TRUE,FALSE,,,,A calendar year when AADT was calculated.,niem-xs,gYear,niem-xs:gYear,,,
st,RoadwayCurveApplicableIndicator,st:RoadwayCurveApplicableIndicator,TRUE,FALSE,,,,True if road curvature measurement parameters are applicable to this particular road part; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
st,RoadwayCurveLengthMeasure,st:RoadwayCurveLengthMeasure,TRUE,FALSE,,,,A measurement of the curvature in the roadway expressed in terms of its length (use feet or meters).,nc,MeasureType,nc:MeasureType,,,
st,RoadwayCurveRadiusLengthMeasure,st:RoadwayCurveRadiusLengthMeasure,TRUE,FALSE,,,,A measurement of the curvature in the roadway expressed in terms of its radius (use feet or meters).,nc,MeasureType,nc:MeasureType,,,
st,RoadwayCurveSuperelevationMeasure,st:RoadwayCurveSuperelevationMeasure,TRUE,FALSE,,,,A measurement of the curvature in the roadway expressed in terms of its superelevation (use feet or meters).,nc,MeasureType,nc:MeasureType,,,
st,RoadwayFunctionalClass,st:RoadwayFunctionalClass,TRUE,TRUE,,,,"A data concept for a character of service or function of streets or highways. The classification of rural and urban is determined by state and local officials in cooperation with each other and approved by the Federal Highway Administration, U.S. Department of Transportation.",,,,,,
st,RoadwayFunctionalClassCode,st:RoadwayFunctionalClassCode,TRUE,FALSE,,,,"A character of service or function of streets or highways. The classification of rural and urban is determined by state and local officials in cooperation with each other and approved by the Federal Highway Administration, U.S. Department of Transportat",st,RoadwayFunctionalClassCodeType,st:RoadwayFunctionalClassCodeType,st,RoadwayFunctionalClass,st:RoadwayFunctionalClass
st,RoadwayGrade,st:RoadwayGrade,TRUE,TRUE,,,,A data concept for a geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,,,,,,
st,RoadwayGradeCode,st:RoadwayGradeCode,TRUE,FALSE,,,,A geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,mmucc,RoadwayGradeCodeType,mmucc:RoadwayGradeCodeType,st,RoadwayGrade,st:RoadwayGrade
st,RoadwayGradeSlopePercent,st:RoadwayGradeSlopePercent,TRUE,FALSE,,,,"An inclination of the roadway, expressed in the rate of rise or fall in feet (meters) per 100 feet (meters) of horizontal distance.",nc,PercentType,nc:PercentType,,,
st,RoadwayHorizontalAlignment,st:RoadwayHorizontalAlignment,TRUE,TRUE,,,,A data concept for a Horizontal Alignment. The geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,,,,,,
st,RoadwayHorizontalAlignmentCode,st:RoadwayHorizontalAlignmentCode,TRUE,FALSE,,,,A Horizontal Alignment. The geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,mmucc,RoadwayHorizontalAlignmentCodeType,mmucc:RoadwayHorizontalAlignmentCodeType,st,RoadwayHorizontalAlignment,st:RoadwayHorizontalAlignment
st,RoadwayInclinationValue,st:RoadwayInclinationValue,TRUE,FALSE,,,,"An inclination of the roadway, expressed in the rate of rise or fall in feet (meters) per 100 feet (meters) of horizontal distance.",niem-xs,decimal,niem-xs:decimal,,,
st,RoadwayIntersectionAnnualAverageDailyTraffic,st:RoadwayIntersectionAnnualAverageDailyTraffic,TRUE,FALSE,,,,A total entering vehicles for all approaches of an intersection. Actual or estimated traffic volume expressed as an average annual daily count.,st,RoadwayAnnualAverageDailyTrafficType,st:RoadwayAnnualAverageDailyTrafficType,,,
st,RoadwayIntersectionAverageAnnualDailyEnteringTrafficQuantity,st:RoadwayIntersectionAverageAnnualDailyEnteringTrafficQuantity,TRUE,FALSE,,,,A total number of entering vehicles for all approaches of an intersection. Actual or estimated traffic volume expressed as an average annual daily count.,nc,QuantityType,nc:QuantityType,,,
st,RoadwayIntersectionTrafficControlCategory,st:RoadwayIntersectionTrafficControlCategory,TRUE,TRUE,,,,A data concept for a type of traffic control device at intersection where crash occurred.,,,,,,
st,RoadwayIntersectionTrafficControlCategoryCode,st:RoadwayIntersectionTrafficControlCategoryCode,TRUE,FALSE,,,,A type of traffic control device at intersection where crash occurred.,st,RoadwayIntersectionTrafficControlCategoryCodeType,st:RoadwayIntersectionTrafficControlCategoryCodeType,st,RoadwayIntersectionTrafficControlCategory,st:RoadwayIntersectionTrafficControlCategory
st,RoadwayLaneWidthMeasure,st:RoadwayLaneWidthMeasure,TRUE,FALSE,,,,A width of the lane(s) where crash occurred (use feet or meters).,nc,MeasureType,nc:MeasureType,,,
st,RoadwayLighting,st:RoadwayLighting,TRUE,TRUE,,,,A data concept for a type of roadway illumination.,,,,,,
st,RoadwayLightingCode,st:RoadwayLightingCode,TRUE,FALSE,,,,A type of roadway illumination.,st,RoadwayLightingCodeType,st:RoadwayLightingCodeType,st,RoadwayLighting,st:RoadwayLighting
st,RoadwayMedianWidthMeasure,st:RoadwayMedianWidthMeasure,TRUE,FALSE,,,,"A width of portion of divided highway separating the road for traffic in opposing directions where the crash occurred. If a crash occurs at a mid-block section, the median width is based on the mid-block section. If the crash occurs at an intersection, the",nc,MeasureType,nc:MeasureType,,,
st,RoadwayNationalHighwayPart,st:RoadwayNationalHighwayPart,TRUE,TRUE,,,,A data concept for a designation of the roadway as part of the National Highway System.,,,,,,
st,RoadwayNationalHighwayPartCode,st:RoadwayNationalHighwayPartCode,TRUE,FALSE,,,,A designation of the roadway as part of the National Highway System.,mmucc,StandardSelectionCodeType,mmucc:StandardSelectionCodeType,st,RoadwayNationalHighwayPart,st:RoadwayNationalHighwayPart
st,RoadwayRailwayCrossingIdentification,st:RoadwayRailwayCrossingIdentification,TRUE,FALSE,,,,A unique US DOT/AAR number assigned for identification purposes to a railroad crossing by a state highway agency in cooperation with the Federal Railroad Administration.,nc,IdentificationType,nc:IdentificationType,,,
st,RoadwayShoulderWidthMeasure,st:RoadwayShoulderWidthMeasure,TRUE,FALSE,,,,A widths of the shoulder(s) where crash occurred (use feet or meters).,nc,MeasureType,nc:MeasureType,,,
st,RoadwayStructureIdentification,st:RoadwayStructureIdentification,TRUE,FALSE,,,,"A unique federal inspection/inventory identification assigned to a bridge, underpass, overpass, or tunnel bridge/structure that is also linkable to the national bridge inventory.",nc,IdentificationType,nc:IdentificationType,,,
st,RoadwayTotalLanesQuantity,st:RoadwayTotalLanesQuantity,TRUE,FALSE,,,,A total number of lanes in the roadway on which this motor vehicle was traveling. For undivided highways: Total 'Thru' Lanes in Both Directions (excluding designated turn lanes). For divided highways: Total 'Thru' Lanes for the Roadway,nc,QuantityType,nc:QuantityType,,,
em,RoleDescriptionText,em:RoleDescriptionText,TRUE,FALSE,,,,A description of a contact role.,nc,TextType,nc:TextType,,,
nc,RoleOf,nc:RoleOf,TRUE,TRUE,,,,"A data concept for a property of a role object. This specifies the base object, of which the role object is a function.",,,,,,
im,RoleOfAlien,im:RoleOfAlien,TRUE,TRUE,"Alien, Traveler",,,A data concept for the role of an Alien who is being processed as part of a Screening Encounter.,,,,,,
j,RoleOfBinary,j:RoleOfBinary,TRUE,FALSE,,,,A binary object of which the role object is a function.,nc,BinaryType,nc:BinaryType,,,
j,RoleOfBiometric,j:RoleOfBiometric,TRUE,FALSE,,,,A biometric object of which the role object is a function.,biom,BiometricDataType,biom:BiometricDataType,,,
scr,RoleOfDocument,scr:RoleOfDocument,TRUE,FALSE,,,,A role of a document.,nc,DocumentType,nc:DocumentType,,,
mo,RoleOfFacility,mo:RoleOfFacility,TRUE,FALSE,,,,"A facility, of which the containing object is a role.",nc,FacilityType,nc:FacilityType,nc,RoleOf,nc:RoleOf
nc,RoleOfItem,nc:RoleOfItem,TRUE,FALSE,,,,An entity of whom the role object is a function.,nc,ItemType,nc:ItemType,nc,RoleOf,nc:RoleOf
nc,RoleOfOrganization,nc:RoleOfOrganization,TRUE,FALSE,,,,An organization of whom the role object is a function.,nc,OrganizationType,nc:OrganizationType,nc,RoleOf,nc:RoleOf
it,RoleOfOrganizationCategory,it:RoleOfOrganizationCategory,TRUE,FALSE,,,,"A Category of the role played by an organization in the given context of the transaction(Ex. Clearing house, Brokerage house...)",it,RoleOfOrganizationCategoryType,it:RoleOfOrganizationCategoryType,,,
it,RoleOfOrganizationCategoryAugmentationPoint,it:RoleOfOrganizationCategoryAugmentationPoint,TRUE,TRUE,,,,An augmentation point for RoleOfOrganizationCategoryType.,,,,,,
it,RoleOfOrganizationCategoryCode,it:RoleOfOrganizationCategoryCode,TRUE,FALSE,,,,A role played by the Party/Organization in the given context of a transaction,itcodes,RoleOfPartyCategoryCodeType,itcodes:RoleOfPartyCategoryCodeType,it,RoleOfOrganizationCategoryDesignator,it:RoleOfOrganizationCategoryDesignator
it,RoleOfOrganizationCategoryDescriptionText,it:RoleOfOrganizationCategoryDescriptionText,TRUE,FALSE,,,,A text description of the role played by the party/organization in a given transaction.,nc,TextType,nc:TextType,,,
it,RoleOfOrganizationCategoryDesignator,it:RoleOfOrganizationCategoryDesignator,TRUE,TRUE,,,,A data concept for a role played by the Party/Organization in the given context of a transaction,,,,,,
it,RoleOfParty,it:RoleOfParty,TRUE,FALSE,,,,"A role of the Organization, Person or Thing associated with processing a Cargo entry.",it,PartyType,it:PartyType,,,
it,RoleOfPartyCategory,it:RoleOfPartyCategory,TRUE,FALSE,,,,"A data type identifying the role of the Organization, Person or Thing associated with processing a Cargo entry.",it,PartyIDCategoryType,it:PartyIDCategoryType,,,
it,RoleOfPartyCategoryCode,it:RoleOfPartyCategoryCode,TRUE,FALSE,,,,A role played by the Party/Organization in the given context of a transaction,itcodes,RoleOfPartyCategoryCodeType,itcodes:RoleOfPartyCategoryCodeType,it,RoleOfPartyCategoryDesignator,it:RoleOfPartyCategoryDesignator
it,RoleOfPartyCategoryDescriptionText,it:RoleOfPartyCategoryDescriptionText,TRUE,FALSE,,,,A description of the role of the Party in a given context/transaction,nc,TextType,nc:TextType,,,
it,RoleOfPartyCategoryDesignator,it:RoleOfPartyCategoryDesignator,TRUE,TRUE,,,,A data concept for a role played by the Party/Organization in the given context of a transaction,,,,,,
nc,RoleOfPerson,nc:RoleOfPerson,TRUE,FALSE,,,,A person of whom the role object is a function.,nc,PersonType,nc:PersonType,nc,RoleOf,nc:RoleOf
mo,RoleOfSensor,mo:RoleOfSensor,TRUE,FALSE,,,,"A sensor, of which the containing object is a role.",mo,SensorType,mo:SensorType,nc,RoleOf,nc:RoleOf
mo,RoleOfUnit,mo:RoleOfUnit,TRUE,FALSE,,,,"A unit, of which the containing object is a role.",mo,UnitType,mo:UnitType,nc,RoleOf,nc:RoleOf
mo,RollChangeValue,mo:RollChangeValue,TRUE,FALSE,,,,"A rate of change of angle of rotation of a thing about its longitudinal axis, measured in degrees per second.",mo,Degree180PlusMinusType,mo:Degree180PlusMinusType,,,
cbrn,RollValue,cbrn:RollValue,TRUE,FALSE,,,,"An object's orientation (e.g., radiation detection instrument, radiation detector, or measured item) with respect to the axis running from the front to the back of the object.  Its value is the angle subtended by a line defined by the objects left-to-right axis and a line defined by the same axis when it is aligned with the horizontal plane. The angle range is from ""-180.0"" to ""+180.0"" degrees. A value of zero implies the object's body is not rotated about the front-to-back axis and its left-to- right axis is aligned with the horizontal plane (though the object may be inclined); positive values are clockwise rotations about the front-to-back axis when viewed from behind the object and looking towards the direction to which the object is pointing; negative values are counterclockwise rotations.",cbrn,Angle180Type,cbrn:Angle180Type,,,
mo,RollValue,mo:RollValue,TRUE,FALSE,,,,"An angle of rotation of a thing about its longitudinal axis, measured in degrees  between the lateral axis and the horizontal plane; negative values indicate the left side is rotated downward.",mo,Degree180PlusMinusType,mo:Degree180PlusMinusType,,,
j,RoommateAssociation,j:RoommateAssociation,TRUE,FALSE,,,,A relationship between people living in the the same room.,nc,PersonAssociationType,nc:PersonAssociationType,,,
em,Roster,em:Roster,TRUE,FALSE,,,,A data element for Roster Information,em,RosterType,em:RosterType,,,
em,RosterAugmentationPoint,em:RosterAugmentationPoint,TRUE,TRUE,,,,An augmentation point for RosterType,,,,,,
em,RouteLocation,em:RouteLocation,TRUE,FALSE,,,,A location along the delivery route for a resource,nc,LocationType,nc:LocationType,,,
em,RoutingInstructionsText,em:RoutingInstructionsText,TRUE,FALSE,,,,A data element for text instructions for how units should arrive at the location,nc,TextType,nc:TextType,,,
biom,RulerScaleMakeText,biom:RulerScaleMakeText,TRUE,FALSE,,,,A make of a ruler or scale,nc,TextType,nc:TextType,,,
biom,RulerScaleModelText,biom:RulerScaleModelText,TRUE,FALSE,,,,A model of a ruler or scale,nc,TextType,nc:TextType,,,
biom,RulerScalePresenceInformation,biom:RulerScalePresenceInformation,TRUE,FALSE,,,,An optional field allows the user to state whether a ruler or other known scale is present in the image.,biom,RulerScalePresenceInformationType,biom:RulerScalePresenceInformationType,biom,RulerScalePresenceInformationForm,biom:RulerScalePresenceInformationForm
biom,RulerScalePresenceInformationAugmentationPoint,biom:RulerScalePresenceInformationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for RulerScalePresenceInformation,,,,,,
biom,RulerScalePresenceInformationForm,biom:RulerScalePresenceInformationForm,TRUE,TRUE,,,,A data concept that allows the user to state whether a ruler or other known scale is present in the image including standard fingerprint form number(but not both).,,,,,,
biom,RulerScaleUnitCode,biom:RulerScaleUnitCode,TRUE,FALSE,,,,"A unit of measurement visible on the ruler or measurement
  scale.",biom,RulerScaleUnitCodeType,biom:RulerScaleUnitCodeType,,,
biom,SamplingRate,biom:SamplingRate,TRUE,FALSE,,,,A ratio of digital samples per second of analog data upon conversion to an acoustic signal,niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
j,Sanction,j:Sanction,TRUE,FALSE,,,,A sanction or penalty ordered for a subject by a judge or a supervising agency as a result of a disposition of a charge.,j,SanctionType,j:SanctionType,,,
j,SanctionAdultSentenceIndicator,j:SanctionAdultSentenceIndicator,TRUE,FALSE,,,,True if a sanction for an extended jurisdiction juvenile is part of an adult or a juvenile sentence; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,SanctionAugmentationPoint,j:SanctionAugmentationPoint,TRUE,TRUE,,,,An augmentation point for SanctionType.,,,,,,
