TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,DrivingRestrictionCodeSimpleType,aamva_d20:DrivingRestrictionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,mmucc,DrugTestResultCodeSimpleType,mmucc:DrugTestResultCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,mmucc,DriverLicenseClassCodeSimpleType,mmucc:DriverLicenseClassCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,DriverLicensePermitEndorsementCodeSimpleType,aamva_d20:DriverLicensePermitEndorsementCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,SmogCertificateCodeSimpleType,aamva_d20:SmogCertificateCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,itcodes,DutyTaxFeeCategoryCodeSimpleType,itcodes:DutyTaxFeeCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,DriverLicenseWithdrawalActionCodeSimpleType,aamva_d20:DriverLicenseWithdrawalActionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,DriverLicenseWithdrawalBasisCodeSimpleType,aamva_d20:DriverLicenseWithdrawalBasisCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,DriverLicenseWithdrawalEligibilityCodeSimpleType,aamva_d20:DriverLicenseWithdrawalEligibilityCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,DrivingStatusCodeSimpleType,aamva_d20:DrivingStatusCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,DrivingEndorsementCodeSimpleType,aamva_d20:DrivingEndorsementCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,DrivingPermitRestrictionCodeSimpleType,aamva_d20:DrivingPermitRestrictionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,have-codes,DeconCapacityCodeSimpleType,have-codes:DeconCapacityCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ncic,ETNCodeSimpleType,ncic:ETNCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,DrivingOffenseCodeSimpleType,aamva_d20:DrivingOffenseCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,em,EAssuranceLevelCodeSimpleType,em:EAssuranceLevelCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,StructureStorageCategoryCodeSimpleType,ndex:StructureStorageCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,SportsEquipmentCategoryCodeSimpleType,ndex:SportsEquipmentCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ncic,ECRCodeSimpleType,ncic:ECRCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,ElectronicAddressCategoryCodeSimpleType,scr:ElectronicAddressCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,EquationKindCodeSimpleType,cbrncl:EquationKindCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,SealVerificationStatusCodeSimpleType,cbrncl:SealVerificationStatusCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,DeviceCategoryCodeSimpleType,ndex:DeviceCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ucr,EthnicityCodeSimpleType,ucr:EthnicityCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,DeviceMonitoringModeCodeSimpleType,biom:DeviceMonitoringModeCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,DomesticViolencePatternIndicationCodeSimpleType,ndex:DomesticViolencePatternIndicationCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,EntryStatusCategoryCodeSimpleType,scr:EntryStatusCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,itcodes,SealVerificationStatusCodeSimpleType,itcodes:SealVerificationStatusCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,EscortReasonCategoryCodeSimpleType,scr:EscortReasonCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,StructureIndustrialCategoryCodeSimpleType,ndex:StructureIndustrialCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,mmucc,SpeedingRelatedCodeSimpleType,mmucc:SpeedingRelatedCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,SecondaryInspectionKindCodeSimpleType,cbrncl:SecondaryInspectionKindCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,EntertainmentDeviceCategoryCodeSimpleType,ndex:EntertainmentDeviceCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,DocumentStatusCategoryCodeSimpleType,scr:DocumentStatusCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,SecondaryInspectionReferralReasonCodeSimpleType,cbrncl:SecondaryInspectionReferralReasonCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,StructureOtherCategoryCodeSimpleType,ndex:StructureOtherCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cyfs,StudentEducationGradeLevelCodeSimpleType,cyfs:StudentEducationGradeLevelCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,hs,SSNCategoryCodeListCodeSimpleType,hs:SSNCategoryCodeListCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,j,DHSDriverLicenseIssuingCountryCodeSimpleType,j:DHSDriverLicenseIssuingCountryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,SecuritiesGeneralCategoryCodeSimpleType,ndex:SecuritiesGeneralCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,em,SkillAcquiredCategoryCodeSimpleType,em:SkillAcquiredCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,itcodes,StatusCodeSimpleType,itcodes:StatusCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,have-codes,EMSOffloadStatusCodeSimpleType,have-codes:EMSOffloadStatusCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,em,EmergencySupportFunctionCodeSimpleType,em:EmergencySupportFunctionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,em,EMMessageCategoryCodeSimpleType,em:EMMessageCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,em,EMMessageSubCategoryCodeSimpleType,em:EMMessageSubCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,StructureResidentialSingleOccupancyCategoryCodeSimpleType,ndex:StructureResidentialSingleOccupancyCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,itcodes,ApportionmentQualifierCategoryCodeSimpleType,itcodes:ApportionmentQualifierCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,EncounterCategoryCodeSimpleType,scr:EncounterCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,hs,SSNVerificationIndicatorCodeSimpleType,hs:SSNVerificationIndicatorCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,j,EngineDisplacementUnitCodeSimpleType,j:EngineDisplacementUnitCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,StructureCommercialCategoryCodeSimpleType,ndex:StructureCommercialCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,nga,DirectionDatumCodeSimpleType,nga:DirectionDatumCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,StructureCategoryCodeSimpleType,ndex:StructureCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,StructurePublicCategoryCodeSimpleType,ndex:StructurePublicCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,EmotionalStateCodeSimpleType,biom:EmotionalStateCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,itcodes,DocumentCategoryCodeSimpleType,itcodes:DocumentCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,DomesticViolenceSocialHistoryCodeSimpleType,ndex:DomesticViolenceSocialHistoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ncic,SMTCodeSimpleType,ncic:SMTCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,em,DeploymentStatusCodeSimpleType,em:DeploymentStatusCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,DNAPedigreeMemberStatusCodeSimpleType,biom:DNAPedigreeMemberStatusCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,dod_jcs-pub2.0,DocumentIntelligenceCategoryCodeSimpleType,dod_jcs-pub2.0:DocumentIntelligenceCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,mmucc,StandardSelectionCodeSimpleType,mmucc:StandardSelectionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,have-codes,EMSTrafficStatusCodeSimpleType,have-codes:EMSTrafficStatusCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,DocumentCategoryCodeSimpleType,scr:DocumentCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,dea-3.0.2,DrugCodeSimpleType,dea-3.0.2:DrugCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,EncounterDeviceCategoryLevelCodeSimpleType,cbrncl:EncounterDeviceCategoryLevelCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,EncounterDeviceCategoryCodeSimpleType,scr:EncounterDeviceCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,DNALaboratoryAccreditationScopeCodeSimpleType,biom:DNALaboratoryAccreditationScopeCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,genc-3.0.1,StateCodeSimpleType,genc-3.0.1:StateCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,DNALaboratoryCategoryCodeSimpleType,biom:DNALaboratoryCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,EnrollmentCategoryCodeSimpleType,scr:EnrollmentCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,em,ElectronicAccessRightCodeSimpleType,em:ElectronicAccessRightCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,StreetDirectionCodeSimpleType,ndex:StreetDirectionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cyfs,JuvenileAggravatingMitigatingAssessmentCategoryCodeSimpleType,cyfs:JuvenileAggravatingMitigatingAssessmentCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,PremiseSecurityCategoryCodeSimpleType,ndex:PremiseSecurityCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,ImageDistortionMeasurementCodeSimpleType,biom:ImageDistortionMeasurementCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ucr,PropertyLossCodeSimpleType,ucr:PropertyLossCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,ItemGenderUseCodeSimpleType,ndex:ItemGenderUseCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ucr,PropertyCategoryCodeSimpleType,ucr:PropertyCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,IrisMissingCodeSimpleType,biom:IrisMissingCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,ImageDistortionCategoryCodeSimpleType,biom:ImageDistortionCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,RACCodeSimpleType,ndex:RACCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ncic,PROCodeSimpleType,ncic:PROCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,PretrialReleaseStatusCodeSimpleType,ndex:PretrialReleaseStatusCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ncic,IFSCodeSimpleType,ncic:IFSCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,itcodes,ProcessingEstablishmentIDCodeSimpleType,itcodes:ProcessingEstablishmentIDCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ncic,IDTCodeSimpleType,ncic:IDTCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cyfs,ProblemTreatmentHistoryCodeSimpleType,cyfs:ProblemTreatmentHistoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,ItemStatusCodeSimpleType,ndex:ItemStatusCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,KnifeCategoryCodeSimpleType,ndex:KnifeCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,FingerprintPatternCategoryCodeSimpleType,scr:FingerprintPatternCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cyfs,JuvenileSpecialNeedCodeSimpleType,cyfs:JuvenileSpecialNeedCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ucr,JustifiableHomicideFactorsCodeSimpleType,ucr:JustifiableHomicideFactorsCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ncic,JWTCodeSimpleType,ncic:JWTCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,HouseholdFurnishingsCategoryCodeSimpleType,ndex:HouseholdFurnishingsCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,ItemCategoryCodeSimpleType,ndex:ItemCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,KeepsakeCategoryCodeSimpleType,ndex:KeepsakeCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,hl7,ReligionCodeSimpleType,hl7:ReligionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,iso_639-3,LanguageCodeSimpleType,iso_639-3:LanguageCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cyfs,LawEnforcementContactAttentionCodeSimpleType,cyfs:LawEnforcementContactAttentionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,RequestScopeCodeSimpleType,cbrncl:RequestScopeCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cyfs,LawEnforcementContactVehiclePositionCodeSimpleType,cyfs:LawEnforcementContactVehiclePositionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,PreciousMetalCodeSimpleType,ndex:PreciousMetalCodeSimpleType,,,
